t (s) - 1,U1(V) - 1,U2(V) - 1,,t (s) - 2,U1(V) - 2,U2(V) - 2,,t (s) - 3,U1(V) - 3,U2(V) - 3,,t (s) - 4,U1(V) - 4,U2(V) - 4,,t (s) - 5,U1(V) - 5,U2(V) - 5,,t (s) - 6,U1(V) - 6,U2(V) - 6,,t (s) - 7,U1(V) - 7,U2(V) - 7,,t (s) - 8,U1(V) - 8,U2(V) - 8,,t (s) - 9,U1(V) - 9,U2(V) - 9,,t (s) - 10,U1(V) - 10,U2(V) - 10,,t (s) - 11,U1(V) - 11,U2(V) - 11,,t (s) - 12,U1(V) - 12,U2(V) - 12,,t (s) - 13,U1(V) - 13,U2(V) - 13,,t (s) - 14,U1(V) - 14,U2(V) - 14,,t (s) - 15,U1(V) - 15,U2(V) - 15,,t (s) - 16,U1(V) - 16,U2(V) - 16,,t (s) - 17,U1(V) - 17,U2(V) - 17,,t (s) - 18,U1(V) - 18,U2(V) - 18,,t (s) - 19,U1(V) - 19,U2(V) - 19,,t (s) - 20,U1(V) - 20,U2(V) - 20,,t (s) - 21,U1(V) - 21,U2(V) - 21,,t (s) - 22,U1(V) - 22,U2(V) - 22,,t (s) - 23,U1(V) - 23,U2(V) - 23,,t (s) - 24,U1(V) - 24,U2(V) - 24,,t (s) - 25,U1(V) - 25,U2(V) - 25
2.12,0.052482,0.021002,,2.12,0.026241,0.015751,,2.12,-0.078722,-0.031502,,2.12,0.104963,0.026252,,2.12,-0.136452,-0.031502,,2.12,-0.120708,-0.036753,,2.12,0.131204,0.015751,,2.12,-0.188934,-0.031502,,2.12,-0.083971,0.015751,,2.12,0.330634,0.00525,,2.12,-0.272904,-0.026252,,2.12,-0.010496,0.036753,,2.12,-0.162693,-0.026252,,2.12,-0.178437,-0.00525,,2.12,0.225671,-0.026252,,2.12,0.020993,-0.021002,,2.12,0.1417,-0.031502,,2.12,-0.068226,0.00525,,2.12,0.052482,-0.00525,,2.12,-0.052482,0.010501,,2.12,0.036737,-0.00525,,2.12,0.062978,-0.036753,,2.12,0.026241,-0.021002,,2.12,0,0.010501,,2.12,0.010496,0
2.126667,0.047233,0.021002,,2.126667,0.031489,0.015751,,2.126667,-0.078722,-0.031502,,2.126667,0.104963,0.021002,,2.126667,-0.131204,-0.031502,,2.126667,-0.120708,-0.036753,,2.126667,0.131204,0.010501,,2.126667,-0.188934,-0.026252,,2.126667,-0.073474,0.015751,,2.126667,0.325386,0.010501,,2.126667,-0.278152,-0.021002,,2.126667,0,0.036753,,2.126667,-0.167941,-0.021002,,2.126667,-0.183686,-0.00525,,2.126667,0.225671,-0.026252,,2.126667,0.015744,-0.021002,,2.126667,0.1417,-0.036753,,2.126667,-0.073474,0.00525,,2.126667,0.05773,0,,2.126667,-0.052482,0.010501,,2.126667,0.036737,-0.00525,,2.126667,0.062978,-0.036753,,2.126667,0.026241,-0.021002,,2.126667,0,0.00525,,2.126667,0.010496,0
2.133333,0.047233,0.021002,,2.133333,0.026241,0.021002,,2.133333,-0.078722,-0.031502,,2.133333,0.104963,0.021002,,2.133333,-0.131204,-0.031502,,2.133333,-0.120708,-0.036753,,2.133333,0.125956,0.010501,,2.133333,-0.188934,-0.026252,,2.133333,-0.073474,0.015751,,2.133333,0.325386,0.00525,,2.133333,-0.283401,-0.026252,,2.133333,0.005248,0.036753,,2.133333,-0.173189,-0.021002,,2.133333,-0.188934,-0.00525,,2.133333,0.225671,-0.026252,,2.133333,0.010496,-0.021002,,2.133333,0.136452,-0.031502,,2.133333,-0.068226,0.00525,,2.133333,0.052482,-0.00525,,2.133333,-0.052482,0.010501,,2.133333,0.041985,-0.00525,,2.133333,0.05773,-0.031502,,2.133333,0.026241,-0.021002,,2.133333,0,0.010501,,2.133333,0.010496,-0.00525
2.14,0.047233,0.015751,,2.14,0.031489,0.021002,,2.14,-0.073474,-0.031502,,2.14,0.099715,0.021002,,2.14,-0.136452,-0.031502,,2.14,-0.125956,-0.042003,,2.14,0.125956,0.010501,,2.14,-0.183686,-0.026252,,2.14,-0.062978,0.010501,,2.14,0.320138,0.010501,,2.14,-0.288649,-0.026252,,2.14,0.015744,0.036753,,2.14,-0.178437,-0.021002,,2.14,-0.194182,0,,2.14,0.225671,-0.031502,,2.14,0.005248,-0.021002,,2.14,0.136452,-0.036753,,2.14,-0.073474,0.010501,,2.14,0.05773,-0.00525,,2.14,-0.05773,0.015751,,2.14,0.041985,-0.00525,,2.14,0.05773,-0.031502,,2.14,0.020993,-0.026252,,2.14,0,0.010501,,2.14,0.010496,-0.00525
2.146667,0.047233,0.015751,,2.146667,0.031489,0.021002,,2.146667,-0.073474,-0.031502,,2.146667,0.099715,0.026252,,2.146667,-0.136452,-0.031502,,2.146667,-0.120708,-0.042003,,2.146667,0.120708,0.010501,,2.146667,-0.188934,-0.031502,,2.146667,-0.062978,0.015751,,2.146667,0.320138,0.00525,,2.146667,-0.288649,-0.021002,,2.146667,0.026241,0.036753,,2.146667,-0.188934,-0.021002,,2.146667,-0.194182,0,,2.146667,0.225671,-0.031502,,2.146667,0,-0.015751,,2.146667,0.136452,-0.036753,,2.146667,-0.073474,0.010501,,2.146667,0.062978,-0.010501,,2.146667,-0.05773,0.015751,,2.146667,0.041985,-0.010501,,2.146667,0.05773,-0.031502,,2.146667,0.020993,-0.015751,,2.146667,0.005248,0.00525,,2.146667,0.010496,-0.00525
2.153333,0.041985,0.015751,,2.153333,0.031489,0.021002,,2.153333,-0.073474,-0.026252,,2.153333,0.099715,0.021002,,2.153333,-0.131204,-0.031502,,2.153333,-0.125956,-0.042003,,2.153333,0.120708,0.010501,,2.153333,-0.188934,-0.026252,,2.153333,-0.05773,0.015751,,2.153333,0.314889,0.00525,,2.153333,-0.299145,-0.026252,,2.153333,0.036737,0.036753,,2.153333,-0.194182,-0.021002,,2.153333,-0.19943,0,,2.153333,0.225671,-0.031502,,2.153333,0,-0.015751,,2.153333,0.131204,-0.036753,,2.153333,-0.078722,0.010501,,2.153333,0.062978,-0.010501,,2.153333,-0.05773,0.015751,,2.153333,0.041985,-0.00525,,2.153333,0.05773,-0.031502,,2.153333,0.015744,-0.015751,,2.153333,0.005248,0.00525,,2.153333,0.015744,-0.00525
2.16,0.041985,0.015751,,2.16,0.031489,0.021002,,2.16,-0.073474,-0.031502,,2.16,0.099715,0.015751,,2.16,-0.131204,-0.031502,,2.16,-0.125956,-0.036753,,2.16,0.120708,0.00525,,2.16,-0.188934,-0.026252,,2.16,-0.047233,0.015751,,2.16,0.314889,0.00525,,2.16,-0.299145,-0.021002,,2.16,0.041985,0.036753,,2.16,-0.19943,-0.021002,,2.16,-0.204678,0,,2.16,0.220423,-0.031502,,2.16,-0.005248,-0.015751,,2.16,0.131204,-0.036753,,2.16,-0.078722,0.015751,,2.16,0.062978,-0.010501,,2.16,-0.062978,0.015751,,2.16,0.047233,-0.010501,,2.16,0.05773,-0.031502,,2.16,0.015744,-0.015751,,2.16,0.005248,0,,2.16,0.010496,-0.00525
2.166667,0.047233,0.015751,,2.166667,0.036737,0.021002,,2.166667,-0.073474,-0.026252,,2.166667,0.094467,0.021002,,2.166667,-0.131204,-0.026252,,2.166667,-0.125956,-0.036753,,2.166667,0.115459,0.010501,,2.166667,-0.183686,-0.026252,,2.166667,-0.047233,0.015751,,2.166667,0.309641,0,,2.166667,-0.299145,-0.021002,,2.166667,0.052482,0.031502,,2.166667,-0.204678,-0.021002,,2.166667,-0.204678,0,,2.166667,0.220423,-0.031502,,2.166667,-0.010496,-0.015751,,2.166667,0.125956,-0.036753,,2.166667,-0.083971,0.015751,,2.166667,0.073474,-0.010501,,2.166667,-0.068226,0.015751,,2.166667,0.047233,-0.010501,,2.166667,0.05773,-0.031502,,2.166667,0.010496,-0.015751,,2.166667,0.010496,0,,2.166667,0.020993,-0.010501
2.173333,0.041985,0.015751,,2.173333,0.036737,0.021002,,2.173333,-0.073474,-0.031502,,2.173333,0.089219,0.015751,,2.173333,-0.131204,-0.031502,,2.173333,-0.125956,-0.036753,,2.173333,0.115459,0.010501,,2.173333,-0.188934,-0.026252,,2.173333,-0.036737,0.021002,,2.173333,0.299145,0.00525,,2.173333,-0.304393,-0.021002,,2.173333,0.05773,0.031502,,2.173333,-0.209926,-0.021002,,2.173333,-0.209926,0.00525,,2.173333,0.215174,-0.031502,,2.173333,-0.010496,-0.015751,,2.173333,0.125956,-0.036753,,2.173333,-0.083971,0.015751,,2.173333,0.073474,-0.010501,,2.173333,-0.062978,0.015751,,2.173333,0.052482,-0.010501,,2.173333,0.05773,-0.031502,,2.173333,0.015744,-0.015751,,2.173333,0.010496,0,,2.173333,0.015744,-0.010501
2.18,0.036737,0.015751,,2.18,0.036737,0.021002,,2.18,-0.073474,-0.026252,,2.18,0.094467,0.021002,,2.18,-0.131204,-0.031502,,2.18,-0.125956,-0.042003,,2.18,0.110211,0.00525,,2.18,-0.183686,-0.026252,,2.18,-0.031489,0.021002,,2.18,0.304393,0,,2.18,-0.309641,-0.015751,,2.18,0.062978,0.031502,,2.18,-0.215174,-0.015751,,2.18,-0.215174,0,,2.18,0.215174,-0.031502,,2.18,-0.020993,-0.010501,,2.18,0.125956,-0.036753,,2.18,-0.083971,0.021002,,2.18,0.073474,-0.010501,,2.18,-0.068226,0.021002,,2.18,0.052482,-0.015751,,2.18,0.052482,-0.031502,,2.18,0.010496,-0.010501,,2.18,0.010496,0,,2.18,0.015744,-0.010501
2.186667,0.036737,0.015751,,2.186667,0.041985,0.021002,,2.186667,-0.068226,-0.026252,,2.186667,0.089219,0.021002,,2.186667,-0.131204,-0.026252,,2.186667,-0.131204,-0.036753,,2.186667,0.104963,0.00525,,2.186667,-0.183686,-0.021002,,2.186667,-0.026241,0.021002,,2.186667,0.293897,0,,2.186667,-0.309641,-0.015751,,2.186667,0.073474,0.036753,,2.186667,-0.220423,-0.015751,,2.186667,-0.220423,0,,2.186667,0.215174,-0.031502,,2.186667,-0.020993,-0.010501,,2.186667,0.120708,-0.036753,,2.186667,-0.089219,0.015751,,2.186667,0.073474,-0.015751,,2.186667,-0.068226,0.021002,,2.186667,0.052482,-0.010501,,2.186667,0.047233,-0.031502,,2.186667,0.010496,-0.010501,,2.186667,0.010496,0,,2.186667,0.020993,-0.010501
2.193333,0.036737,0.015751,,2.193333,0.036737,0.026252,,2.193333,-0.068226,-0.026252,,2.193333,0.089219,0.021002,,2.193333,-0.125956,-0.031502,,2.193333,-0.131204,-0.036753,,2.193333,0.104963,0,,2.193333,-0.178437,-0.026252,,2.193333,-0.020993,0.021002,,2.193333,0.288649,0,,2.193333,-0.314889,-0.021002,,2.193333,0.083971,0.031502,,2.193333,-0.225671,-0.015751,,2.193333,-0.220423,0.00525,,2.193333,0.215174,-0.036753,,2.193333,-0.026241,-0.015751,,2.193333,0.120708,-0.036753,,2.193333,-0.089219,0.015751,,2.193333,0.078722,-0.015751,,2.193333,-0.068226,0.021002,,2.193333,0.05773,-0.010501,,2.193333,0.047233,-0.031502,,2.193333,0.010496,-0.010501,,2.193333,0.010496,0,,2.193333,0.020993,-0.010501
2.2,0.041985,0.010501,,2.2,0.041985,0.021002,,2.2,-0.068226,-0.026252,,2.2,0.089219,0.015751,,2.2,-0.125956,-0.026252,,2.2,-0.125956,-0.036753,,2.2,0.104963,0.00525,,2.2,-0.178437,-0.021002,,2.2,-0.020993,0.021002,,2.2,0.288649,0,,2.2,-0.314889,-0.015751,,2.2,0.089219,0.031502,,2.2,-0.230919,-0.015751,,2.2,-0.220423,0.00525,,2.2,0.209926,-0.031502,,2.2,-0.031489,-0.010501,,2.2,0.115459,-0.036753,,2.2,-0.094467,0.021002,,2.2,0.083971,-0.015751,,2.2,-0.073474,0.021002,,2.2,0.05773,-0.015751,,2.2,0.047233,-0.031502,,2.2,0.005248,-0.015751,,2.2,0.015744,-0.00525,,2.2,0.020993,-0.010501
2.206667,0.036737,0.015751,,2.206667,0.041985,0.021002,,2.206667,-0.068226,-0.026252,,2.206667,0.089219,0.015751,,2.206667,-0.125956,-0.026252,,2.206667,-0.131204,-0.036753,,2.206667,0.099715,0.00525,,2.206667,-0.178437,-0.021002,,2.206667,-0.015744,0.021002,,2.206667,0.283401,-0.00525,,2.206667,-0.320138,-0.015751,,2.206667,0.099715,0.036753,,2.206667,-0.241415,-0.015751,,2.206667,-0.225671,0.00525,,2.206667,0.209926,-0.031502,,2.206667,-0.036737,-0.010501,,2.206667,0.115459,-0.036753,,2.206667,-0.094467,0.021002,,2.206667,0.083971,-0.015751,,2.206667,-0.073474,0.021002,,2.206667,0.062978,-0.015751,,2.206667,0.047233,-0.031502,,2.206667,0.005248,-0.010501,,2.206667,0.015744,-0.00525,,2.206667,0.026241,-0.015751
2.213333,0.036737,0.015751,,2.213333,0.041985,0.021002,,2.213333,-0.068226,-0.026252,,2.213333,0.083971,0.015751,,2.213333,-0.125956,-0.026252,,2.213333,-0.131204,-0.036753,,2.213333,0.099715,0,,2.213333,-0.173189,-0.021002,,2.213333,-0.015744,0.021002,,2.213333,0.278152,0,,2.213333,-0.320138,-0.015751,,2.213333,0.110211,0.036753,,2.213333,-0.241415,-0.010501,,2.213333,-0.225671,0.010501,,2.213333,0.204678,-0.031502,,2.213333,-0.041985,-0.010501,,2.213333,0.115459,-0.036753,,2.213333,-0.099715,0.021002,,2.213333,0.083971,-0.015751,,2.213333,-0.073474,0.021002,,2.213333,0.062978,-0.021002,,2.213333,0.047233,-0.026252,,2.213333,0,-0.00525,,2.213333,0.015744,-0.00525,,2.213333,0.020993,-0.015751
2.22,0.036737,0.010501,,2.22,0.041985,0.026252,,2.22,-0.068226,-0.021002,,2.22,0.083971,0.015751,,2.22,-0.125956,-0.031502,,2.22,-0.136452,-0.036753,,2.22,0.094467,0,,2.22,-0.173189,-0.021002,,2.22,-0.005248,0.021002,,2.22,0.278152,0,,2.22,-0.325386,-0.010501,,2.22,0.115459,0.031502,,2.22,-0.246663,-0.015751,,2.22,-0.230919,0.010501,,2.22,0.204678,-0.031502,,2.22,-0.047233,-0.010501,,2.22,0.110211,-0.031502,,2.22,-0.099715,0.021002,,2.22,0.083971,-0.015751,,2.22,-0.078722,0.021002,,2.22,0.062978,-0.015751,,2.22,0.041985,-0.026252,,2.22,0,-0.010501,,2.22,0.015744,-0.00525,,2.22,0.020993,-0.021002
2.226667,0.036737,0.015751,,2.226667,0.041985,0.026252,,2.226667,-0.068226,-0.026252,,2.226667,0.083971,0.015751,,2.226667,-0.125956,-0.026252,,2.226667,-0.136452,-0.036753,,2.226667,0.089219,0.00525,,2.226667,-0.173189,-0.021002,,2.226667,-0.005248,0.026252,,2.226667,0.267656,-0.00525,,2.226667,-0.330634,-0.015751,,2.226667,0.120708,0.031502,,2.226667,-0.246663,-0.010501,,2.226667,-0.230919,0.010501,,2.226667,0.19943,-0.031502,,2.226667,-0.047233,-0.010501,,2.226667,0.110211,-0.036753,,2.226667,-0.099715,0.021002,,2.226667,0.089219,-0.021002,,2.226667,-0.078722,0.026252,,2.226667,0.068226,-0.021002,,2.226667,0.041985,-0.026252,,2.226667,0,-0.00525,,2.226667,0.015744,-0.00525,,2.226667,0.026241,-0.021002
2.233333,0.036737,0.015751,,2.233333,0.047233,0.036753,,2.233333,-0.068226,-0.026252,,2.233333,0.078722,0.015751,,2.233333,-0.120708,-0.026252,,2.233333,-0.131204,-0.036753,,2.233333,0.089219,0,,2.233333,-0.173189,-0.021002,,2.233333,0.005248,0.026252,,2.233333,0.267656,-0.00525,,2.233333,-0.325386,-0.015751,,2.233333,0.131204,0.031502,,2.233333,-0.251912,-0.010501,,2.233333,-0.236167,0.010501,,2.233333,0.19943,-0.031502,,2.233333,-0.052482,-0.010501,,2.233333,0.104963,-0.031502,,2.233333,-0.099715,0.021002,,2.233333,0.089219,-0.021002,,2.233333,-0.073474,0.021002,,2.233333,0.062978,-0.021002,,2.233333,0.041985,-0.026252,,2.233333,0,-0.00525,,2.233333,0.020993,-0.010501,,2.233333,0.031489,-0.021002
2.24,0.036737,0.010501,,2.24,0.047233,0.021002,,2.24,-0.062978,-0.021002,,2.24,0.078722,0.010501,,2.24,-0.120708,-0.026252,,2.24,-0.136452,-0.036753,,2.24,0.089219,0.00525,,2.24,-0.167941,-0.015751,,2.24,0.010496,0.026252,,2.24,0.25716,-0.00525,,2.24,-0.330634,-0.015751,,2.24,0.1417,0.026252,,2.24,-0.25716,-0.010501,,2.24,-0.241415,0.010501,,2.24,0.194182,-0.036753,,2.24,-0.052482,-0.00525,,2.24,0.104963,-0.036753,,2.24,-0.099715,0.021002,,2.24,0.089219,-0.021002,,2.24,-0.078722,0.026252,,2.24,0.068226,-0.021002,,2.24,0.036737,-0.026252,,2.24,-0.005248,-0.00525,,2.24,0.020993,-0.010501,,2.24,0.026241,-0.021002
2.246667,0.031489,0.010501,,2.246667,0.047233,0.026252,,2.246667,-0.062978,-0.026252,,2.246667,0.078722,0.010501,,2.246667,-0.120708,-0.026252,,2.246667,-0.131204,-0.036753,,2.246667,0.078722,0,,2.246667,-0.167941,-0.015751,,2.246667,0.015744,0.026252,,2.246667,0.251912,-0.00525,,2.246667,-0.330634,-0.015751,,2.246667,0.146948,0.031502,,2.246667,-0.262408,-0.010501,,2.246667,-0.236167,0.010501,,2.246667,0.194182,-0.031502,,2.246667,-0.062978,-0.00525,,2.246667,0.099715,-0.031502,,2.246667,-0.104963,0.021002,,2.246667,0.094467,-0.021002,,2.246667,-0.078722,0.026252,,2.246667,0.068226,-0.021002,,2.246667,0.036737,-0.026252,,2.246667,-0.005248,-0.00525,,2.246667,0.026241,-0.00525,,2.246667,0.026241,-0.026252
2.253333,0.036737,0.010501,,2.253333,0.047233,0.026252,,2.253333,-0.062978,-0.021002,,2.253333,0.078722,0.010501,,2.253333,-0.115459,-0.026252,,2.253333,-0.136452,-0.036753,,2.253333,0.078722,0,,2.253333,-0.167941,-0.015751,,2.253333,0.026241,0.031502,,2.253333,0.246663,-0.00525,,2.253333,-0.335882,-0.010501,,2.253333,0.157445,0.031502,,2.253333,-0.267656,-0.010501,,2.253333,-0.241415,0.010501,,2.253333,0.194182,-0.031502,,2.253333,-0.062978,-0.00525,,2.253333,0.094467,-0.036753,,2.253333,-0.104963,0.026252,,2.253333,0.094467,-0.021002,,2.253333,-0.078722,0.026252,,2.253333,0.073474,-0.021002,,2.253333,0.036737,-0.026252,,2.253333,-0.005248,-0.00525,,2.253333,0.026241,-0.015751,,2.253333,0.031489,-0.021002
2.26,0.031489,0.010501,,2.26,0.052482,0.026252,,2.26,-0.062978,-0.021002,,2.26,0.073474,0.010501,,2.26,-0.120708,-0.026252,,2.26,-0.136452,-0.036753,,2.26,0.078722,0,,2.26,-0.162693,-0.015751,,2.26,0.031489,0.031502,,2.26,0.246663,-0.00525,,2.26,-0.335882,-0.00525,,2.26,0.167941,0.031502,,2.26,-0.272904,-0.00525,,2.26,-0.241415,0.010501,,2.26,0.188934,-0.031502,,2.26,-0.068226,-0.00525,,2.26,0.094467,-0.031502,,2.26,-0.104963,0.026252,,2.26,0.094467,-0.026252,,2.26,-0.078722,0.026252,,2.26,0.068226,-0.026252,,2.26,0.031489,-0.021002,,2.26,-0.010496,0,,2.26,0.026241,-0.015751,,2.26,0.031489,-0.021002
2.266667,0.031489,0.010501,,2.266667,0.047233,0.026252,,2.266667,-0.062978,-0.021002,,2.266667,0.068226,0.010501,,2.266667,-0.115459,-0.021002,,2.266667,-0.136452,-0.036753,,2.266667,0.073474,0,,2.266667,-0.162693,-0.015751,,2.266667,0.031489,0.026252,,2.266667,0.236167,-0.010501,,2.266667,-0.335882,-0.010501,,2.266667,0.167941,0.031502,,2.266667,-0.272904,-0.00525,,2.266667,-0.246663,0.010501,,2.266667,0.188934,-0.031502,,2.266667,-0.068226,-0.00525,,2.266667,0.094467,-0.031502,,2.266667,-0.104963,0.026252,,2.266667,0.094467,-0.021002,,2.266667,-0.083971,0.026252,,2.266667,0.073474,-0.021002,,2.266667,0.031489,-0.026252,,2.266667,-0.010496,0,,2.266667,0.026241,-0.015751,,2.266667,0.031489,-0.021002
2.273333,0.031489,0.00525,,2.273333,0.047233,0.031502,,2.273333,-0.05773,-0.021002,,2.273333,0.068226,0.010501,,2.273333,-0.115459,-0.026252,,2.273333,-0.136452,-0.036753,,2.273333,0.068226,-0.00525,,2.273333,-0.162693,-0.015751,,2.273333,0.041985,0.026252,,2.273333,0.230919,-0.010501,,2.273333,-0.335882,-0.00525,,2.273333,0.178437,0.031502,,2.273333,-0.278152,-0.00525,,2.273333,-0.241415,0.015751,,2.273333,0.183686,-0.036753,,2.273333,-0.073474,0,,2.273333,0.089219,-0.031502,,2.273333,-0.104963,0.026252,,2.273333,0.099715,-0.021002,,2.273333,-0.083971,0.026252,,2.273333,0.073474,-0.026252,,2.273333,0.031489,-0.021002,,2.273333,-0.010496,0.00525,,2.273333,0.026241,-0.015751,,2.273333,0.031489,-0.026252
2.28,0.031489,0.00525,,2.28,0.052482,0.026252,,2.28,-0.05773,-0.021002,,2.28,0.068226,0.010501,,2.28,-0.110211,-0.021002,,2.28,-0.136452,-0.031502,,2.28,0.068226,-0.00525,,2.28,-0.162693,-0.015751,,2.28,0.047233,0.031502,,2.28,0.225671,-0.010501,,2.28,-0.335882,-0.010501,,2.28,0.188934,0.026252,,2.28,-0.283401,-0.00525,,2.28,-0.246663,0.015751,,2.28,0.183686,-0.036753,,2.28,-0.078722,0,,2.28,0.089219,-0.031502,,2.28,-0.110211,0.026252,,2.28,0.099715,-0.026252,,2.28,-0.083971,0.026252,,2.28,0.078722,-0.026252,,2.28,0.031489,-0.021002,,2.28,-0.015744,0.00525,,2.28,0.031489,-0.015751,,2.28,0.031489,-0.026252
2.286667,0.031489,0.010501,,2.286667,0.052482,0.031502,,2.286667,-0.05773,-0.021002,,2.286667,0.068226,0.010501,,2.286667,-0.115459,-0.021002,,2.286667,-0.136452,-0.036753,,2.286667,0.062978,-0.00525,,2.286667,-0.152197,-0.015751,,2.286667,0.047233,0.026252,,2.286667,0.220423,-0.010501,,2.286667,-0.335882,-0.00525,,2.286667,0.188934,0.026252,,2.286667,-0.288649,-0.00525,,2.286667,-0.246663,0.015751,,2.286667,0.173189,-0.036753,,2.286667,-0.083971,-0.00525,,2.286667,0.083971,-0.031502,,2.286667,-0.110211,0.026252,,2.286667,0.104963,-0.021002,,2.286667,-0.078722,0.031502,,2.286667,0.073474,-0.026252,,2.286667,0.020993,-0.021002,,2.286667,-0.015744,0.00525,,2.286667,0.031489,-0.015751,,2.286667,0.031489,-0.026252
2.293333,0.026241,0.010501,,2.293333,0.052482,0.031502,,2.293333,-0.05773,-0.015751,,2.293333,0.068226,0.010501,,2.293333,-0.110211,-0.021002,,2.293333,-0.136452,-0.031502,,2.293333,0.05773,-0.00525,,2.293333,-0.157445,-0.010501,,2.293333,0.05773,0.036753,,2.293333,0.215174,-0.010501,,2.293333,-0.335882,-0.00525,,2.293333,0.19943,0.026252,,2.293333,-0.288649,-0.00525,,2.293333,-0.251912,0.015751,,2.293333,0.173189,-0.036753,,2.293333,-0.083971,0,,2.293333,0.078722,-0.031502,,2.293333,-0.110211,0.031502,,2.293333,0.104963,-0.026252,,2.293333,-0.083971,0.031502,,2.293333,0.073474,-0.026252,,2.293333,0.020993,-0.015751,,2.293333,-0.015744,0.00525,,2.293333,0.031489,-0.021002,,2.293333,0.036737,-0.026252
2.3,0.026241,0.00525,,2.3,0.05773,0.031502,,2.3,-0.05773,-0.021002,,2.3,0.068226,0.010501,,2.3,-0.110211,-0.021002,,2.3,-0.136452,-0.036753,,2.3,0.05773,-0.010501,,2.3,-0.152197,-0.010501,,2.3,0.062978,0.031502,,2.3,0.209926,-0.010501,,2.3,-0.34113,-0.00525,,2.3,0.209926,0.031502,,2.3,-0.288649,-0.00525,,2.3,-0.25716,0.015751,,2.3,0.167941,-0.036753,,2.3,-0.089219,0,,2.3,0.073474,-0.031502,,2.3,-0.110211,0.026252,,2.3,0.104963,-0.026252,,2.3,-0.083971,0.031502,,2.3,0.078722,-0.026252,,2.3,0.020993,-0.021002,,2.3,-0.015744,0.00525,,2.3,0.031489,-0.021002,,2.3,0.031489,-0.026252
2.306667,0.031489,0.00525,,2.306667,0.052482,0.031502,,2.306667,-0.052482,-0.021002,,2.306667,0.062978,0.00525,,2.306667,-0.110211,-0.021002,,2.306667,-0.136452,-0.031502,,2.306667,0.052482,-0.00525,,2.306667,-0.146948,-0.010501,,2.306667,0.062978,0.031502,,2.306667,0.204678,-0.010501,,2.306667,-0.34113,-0.00525,,2.306667,0.215174,0.026252,,2.306667,-0.293897,0,,2.306667,-0.251912,0.015751,,2.306667,0.167941,-0.036753,,2.306667,-0.089219,0,,2.306667,0.068226,-0.026252,,2.306667,-0.110211,0.031502,,2.306667,0.104963,-0.026252,,2.306667,-0.083971,0.031502,,2.306667,0.073474,-0.026252,,2.306667,0.020993,-0.015751,,2.306667,-0.015744,0.010501,,2.306667,0.031489,-0.015751,,2.306667,0.036737,-0.031502
2.313333,0.026241,0.00525,,2.313333,0.05773,0.031502,,2.313333,-0.052482,-0.021002,,2.313333,0.062978,0.00525,,2.313333,-0.104963,-0.021002,,2.313333,-0.136452,-0.036753,,2.313333,0.052482,-0.010501,,2.313333,-0.146948,-0.010501,,2.313333,0.073474,0.031502,,2.313333,0.194182,-0.015751,,2.313333,-0.335882,-0.00525,,2.313333,0.220423,0.026252,,2.313333,-0.299145,0,,2.313333,-0.25716,0.015751,,2.313333,0.162693,-0.036753,,2.313333,-0.094467,0,,2.313333,0.068226,-0.031502,,2.313333,-0.115459,0.031502,,2.313333,0.104963,-0.026252,,2.313333,-0.083971,0.031502,,2.313333,0.078722,-0.026252,,2.313333,0.015744,-0.015751,,2.313333,-0.026241,0.010501,,2.313333,0.031489,-0.021002,,2.313333,0.036737,-0.031502
2.32,0.026241,0.00525,,2.32,0.05773,0.026252,,2.32,-0.052482,-0.021002,,2.32,0.05773,0.010501,,2.32,-0.104963,-0.021002,,2.32,-0.136452,-0.036753,,2.32,0.047233,-0.00525,,2.32,-0.146948,-0.015751,,2.32,0.078722,0.031502,,2.32,0.188934,-0.015751,,2.32,-0.34113,-0.00525,,2.32,0.230919,0.026252,,2.32,-0.299145,0,,2.32,-0.251912,0.021002,,2.32,0.157445,-0.031502,,2.32,-0.099715,0.00525,,2.32,0.068226,-0.026252,,2.32,-0.110211,0.031502,,2.32,0.110211,-0.031502,,2.32,-0.083971,0.031502,,2.32,0.083971,-0.031502,,2.32,0.015744,-0.021002,,2.32,-0.020993,0.00525,,2.32,0.036737,-0.021002,,2.32,0.036737,-0.031502
2.326667,0.020993,0,,2.326667,0.05773,0.031502,,2.326667,-0.052482,-0.015751,,2.326667,0.05773,0.00525,,2.326667,-0.104963,-0.015751,,2.326667,-0.136452,-0.031502,,2.326667,0.041985,-0.010501,,2.326667,-0.146948,-0.010501,,2.326667,0.078722,0.036753,,2.326667,0.183686,-0.015751,,2.326667,-0.34113,0,,2.326667,0.236167,0.026252,,2.326667,-0.304393,0,,2.326667,-0.251912,0.021002,,2.326667,0.157445,-0.031502,,2.326667,-0.104963,0.00525,,2.326667,0.062978,-0.031502,,2.326667,-0.115459,0.031502,,2.326667,0.104963,-0.031502,,2.326667,-0.083971,0.036753,,2.326667,0.083971,-0.031502,,2.326667,0.010496,-0.015751,,2.326667,-0.026241,0.010501,,2.326667,0.036737,-0.021002,,2.326667,0.041985,-0.031502
