t (s) - 400mA,U1(V) - 400mA,U2(V) - 400mA,,t (s) - 500mA,U1(V) - 500mA,U2(V) - 500mA,,t (s) - 600mA,U1(V) - 600mA,U2(V) - 600mA,,t (s) - 700mA,U1(V) - 700mA,U2(V) - 700mA,,t (s) - 800mA,U1(V) - 800mA,U2(V) - 800mA,,t (s) - 900mA,U1(V) - 900mA,U2(V) - 900mA,,t (s) - 1000mA,U1(V) - 1000mA,U2(V) - 1000mA,,t (s) - 1100mA,U1(V) -  1100mA,U2(V) -  1100mA,,t (s) - 1200mA,U1(V) - 1200mA,U2(V) - 1200mA
3.7,-0.587794,0.00525,,3.7,-0.446093,0.00525,,3.7,-0.010496,0,,3.7,0.136452,0.00525,,3.7,0.120708,0.00525,,3.7,0.052482,0,,3.7,0.020993,0,,3.7,0,0,,1.85,0.062978,0
3.706667,-0.593042,0.00525,,3.706667,-0.446093,0,,3.706667,-0.015744,0,,3.706667,0.131204,0,,3.706667,0.120708,0,,3.706667,0.052482,0,,3.706667,0.015744,0,,3.706667,0,0,,1.853333,0.05773,0
3.713333,-0.593042,0,,3.713333,-0.446093,0,,3.713333,-0.026241,0,,3.713333,0.131204,0.00525,,3.713333,0.115459,0.00525,,3.713333,0.052482,0,,3.713333,0.020993,0,,3.713333,0,0,,1.856667,0.05773,0
3.72,-0.59829,0,,3.72,-0.451342,0.00525,,3.72,-0.031489,-0.00525,,3.72,0.131204,0,,3.72,0.120708,0,,3.72,0.052482,0,,3.72,0.020993,0,,3.72,0,0,,1.86,0.05773,0
3.726667,-0.603538,0,,3.726667,-0.451342,0,,3.726667,-0.036737,0.00525,,3.726667,0.125956,0,,3.726667,0.115459,0,,3.726667,0.052482,0,,3.726667,0.020993,-0.00525,,3.726667,0,0.00525,,1.863333,0.05773,0
3.733333,-0.608786,0.00525,,3.733333,-0.451342,0,,3.733333,-0.047233,0,,3.733333,0.120708,0,,3.733333,0.115459,0,,3.733333,0.052482,0,,3.733333,0.020993,0.00525,,3.733333,0,0.00525,,1.866667,0.05773,0.00525
3.74,-0.614035,0.00525,,3.74,-0.451342,0,,3.74,-0.052482,0,,3.74,0.115459,0,,3.74,0.120708,0,,3.74,0.052482,0,,3.74,0.015744,0,,3.74,0,0,,1.87,0.05773,0.00525
3.746667,-0.619283,0.00525,,3.746667,-0.45659,0.00525,,3.746667,-0.05773,0,,3.746667,0.115459,0,,3.746667,0.110211,0,,3.746667,0.052482,0,,3.746667,0.020993,0.00525,,3.746667,0.005248,0,,1.873333,0.05773,0
3.753333,-0.619283,0,,3.753333,-0.45659,0,,3.753333,-0.062978,0,,3.753333,0.110211,0,,3.753333,0.115459,0,,3.753333,0.052482,-0.00525,,3.753333,0.015744,0,,3.753333,0,0,,1.876667,0.052482,0.00525
3.76,-0.624531,0.00525,,3.76,-0.45659,0.00525,,3.76,-0.068226,0,,3.76,0.110211,0,,3.76,0.110211,0,,3.76,0.052482,0,,3.76,0.020993,0,,3.76,0.005248,0,,1.88,0.05773,0
3.766667,-0.629779,0.00525,,3.766667,-0.45659,0,,3.766667,-0.078722,0,,3.766667,0.104963,0,,3.766667,0.115459,0,,3.766667,0.052482,0,,3.766667,0.020993,0,,3.766667,0,0,,1.883333,0.05773,0
3.773333,-0.629779,0.00525,,3.773333,-0.45659,0,,3.773333,-0.083971,0,,3.773333,0.099715,0,,3.773333,0.115459,0,,3.773333,0.052482,0,,3.773333,0.020993,0,,3.773333,0,0,,1.886667,0.05773,0
3.78,-0.629779,0,,3.78,-0.45659,0.00525,,3.78,-0.083971,0,,3.78,0.099715,0,,3.78,0.110211,0.00525,,3.78,0.052482,0,,3.78,0.020993,0,,3.78,0,0,,1.89,0.052482,0.00525
3.786667,-0.635027,0.00525,,3.786667,-0.45659,0.00525,,3.786667,-0.094467,0,,3.786667,0.094467,0,,3.786667,0.110211,0,,3.786667,0.052482,0,,3.786667,0.015744,0,,3.786667,0,0.00525,,1.893333,0.05773,0
3.793333,-0.635027,0.00525,,3.793333,-0.45659,0,,3.793333,-0.099715,0,,3.793333,0.089219,0,,3.793333,0.110211,0,,3.793333,0.052482,0,,3.793333,0.020993,0,,3.793333,0,0,,1.896667,0.052482,0
3.8,-0.640275,0,,3.8,-0.45659,0.00525,,3.8,-0.110211,0,,3.8,0.089219,0,,3.8,0.110211,0.00525,,3.8,0.052482,0,,3.8,0.020993,0,,3.8,0,0.00525,,1.9,0.052482,0
3.806667,-0.640275,0.00525,,3.806667,-0.45659,0,,3.806667,-0.110211,0,,3.806667,0.078722,0.00525,,3.806667,0.110211,0,,3.806667,0.052482,0,,3.806667,0.015744,0,,3.806667,0,0.00525,,1.903333,0.052482,0
3.813333,-0.640275,0.00525,,3.813333,-0.45659,0.00525,,3.813333,-0.120708,0,,3.813333,0.078722,0,,3.813333,0.104963,0,,3.813333,0.052482,0,,3.813333,0.020993,0,,3.813333,0.005248,0,,1.906667,0.05773,0.00525
3.82,-0.640275,0.00525,,3.82,-0.451342,0,,3.82,-0.125956,0,,3.82,0.073474,0,,3.82,0.104963,0,,3.82,0.052482,0,,3.82,0.020993,0,,3.82,0.005248,0.00525,,1.91,0.05773,0
3.826667,-0.640275,0,,3.826667,-0.451342,0,,3.826667,-0.131204,0,,3.826667,0.073474,0,,3.826667,0.104963,0,,3.826667,0.047233,0,,3.826667,0.015744,0,,3.826667,0,-0.00525,,1.913333,0.052482,0
3.833333,-0.640275,0.00525,,3.833333,-0.451342,0,,3.833333,-0.136452,0,,3.833333,0.068226,0,,3.833333,0.104963,0,,3.833333,0.047233,0,,3.833333,0.015744,0,,3.833333,0,0,,1.916667,0.052482,0
3.84,-0.640275,0.00525,,3.84,-0.446093,0.00525,,3.84,-0.1417,0,,3.84,0.062978,0,,3.84,0.099715,0,,3.84,0.052482,0,,3.84,0.020993,0,,3.84,0.005248,0,,1.92,0.052482,0
3.846667,-0.640275,0,,3.846667,-0.446093,0,,3.846667,-0.146948,0,,3.846667,0.062978,0,,3.846667,0.099715,0,,3.846667,0.047233,0,,3.846667,0.020993,0,,3.846667,0.005248,0,,1.923333,0.052482,0
3.853333,-0.635027,0.00525,,3.853333,-0.446093,0.00525,,3.853333,-0.152197,0,,3.853333,0.05773,0,,3.853333,0.099715,0.00525,,3.853333,0.052482,0,,3.853333,0.020993,0,,3.853333,0.005248,0,,1.926667,0.052482,0
3.86,-0.635027,0.00525,,3.86,-0.440845,0,,3.86,-0.157445,0,,3.86,0.052482,0,,3.86,0.099715,0,,3.86,0.052482,0,,3.86,0.020993,0,,3.86,0.005248,0,,1.93,0.052482,0
3.866667,-0.629779,0.00525,,3.866667,-0.435597,0,,3.866667,-0.162693,0.00525,,3.866667,0.052482,0,,3.866667,0.099715,0,,3.866667,0.047233,0,,3.866667,0.015744,0,,3.866667,0.005248,0,,1.933333,0.052482,0
3.873333,-0.635027,0.00525,,3.873333,-0.435597,0,,3.873333,-0.167941,0,,3.873333,0.047233,0,,3.873333,0.094467,0,,3.873333,0.047233,0,,3.873333,0.020993,0,,3.873333,0.005248,0,,1.936667,0.052482,0
3.88,-0.629779,0.00525,,3.88,-0.430349,0,,3.88,-0.173189,0,,3.88,0.041985,0,,3.88,0.094467,0,,3.88,0.047233,0,,3.88,0.015744,0,,3.88,0.005248,0,,1.94,0.047233,0
3.886667,-0.629779,0.00525,,3.886667,-0.425101,0.00525,,3.886667,-0.178437,0,,3.886667,0.041985,0,,3.886667,0.089219,0,,3.886667,0.047233,0.00525,,3.886667,0.015744,0,,3.886667,0.005248,0,,1.943333,0.047233,0.00525
3.893333,-0.624531,0.00525,,3.893333,-0.425101,0.00525,,3.893333,-0.178437,0,,3.893333,0.031489,0,,3.893333,0.089219,0,,3.893333,0.041985,0,,3.893333,0.015744,0,,3.893333,0.005248,0.00525,,1.946667,0.052482,0
3.9,-0.619283,0.00525,,3.9,-0.419853,0.00525,,3.9,-0.188934,0,,3.9,0.026241,0,,3.9,0.089219,0,,3.9,0.047233,0,,3.9,0.015744,0.00525,,3.9,0,0,,1.95,0.047233,0.00525
3.906667,-0.619283,0.00525,,3.906667,-0.419853,0,,3.906667,-0.188934,0,,3.906667,0.026241,0,,3.906667,0.089219,0,,3.906667,0.047233,0,,3.906667,0.015744,0,,3.906667,0,0.00525,,1.953333,0.047233,0
3.913333,-0.619283,0,,3.913333,-0.414605,0,,3.913333,-0.194182,0.00525,,3.913333,0.026241,0,,3.913333,0.083971,0,,3.913333,0.047233,0,,3.913333,0.015744,0,,3.913333,0.005248,0,,1.956667,0.047233,0
3.92,-0.614035,0.00525,,3.92,-0.409356,0.00525,,3.92,-0.19943,0.00525,,3.92,0.020993,0,,3.92,0.083971,0,,3.92,0.047233,0,,3.92,0.015744,0,,3.92,0.010496,0,,1.96,0.047233,0
3.926667,-0.608786,0.00525,,3.926667,-0.404108,0,,3.926667,-0.19943,0,,3.926667,0.015744,0,,3.926667,0.083971,0,,3.926667,0.041985,0,,3.926667,0.015744,0,,3.926667,0.005248,0,,1.963333,0.047233,0
3.933333,-0.603538,0.00525,,3.933333,-0.39886,0.00525,,3.933333,-0.204678,0,,3.933333,0.010496,0,,3.933333,0.078722,0.00525,,3.933333,0.041985,-0.00525,,3.933333,0.015744,0,,3.933333,0.005248,0,,1.966667,0.047233,0
3.94,-0.59829,0.00525,,3.94,-0.393612,0.00525,,3.94,-0.209926,0,,3.94,0.005248,0.00525,,3.94,0.078722,0,,3.94,0.041985,0,,3.94,0.015744,0,,3.94,0.005248,0,,1.97,0.047233,0.00525
3.946667,-0.593042,0.00525,,3.946667,-0.388364,0,,3.946667,-0.215174,0,,3.946667,0,0,,3.946667,0.078722,0,,3.946667,0.041985,0,,3.946667,0.015744,0,,3.946667,0.005248,0.00525,,1.973333,0.041985,0
3.953333,-0.587794,0,,3.953333,-0.383116,0.00525,,3.953333,-0.215174,0,,3.953333,0,0,,3.953333,0.073474,0,,3.953333,0.041985,0,,3.953333,0.010496,0,,3.953333,0.005248,0,,1.976667,0.047233,0
3.96,-0.587794,0,,3.96,-0.377867,0,,3.96,-0.220423,0,,3.96,-0.005248,0,,3.96,0.073474,0,,3.96,0.041985,0.00525,,3.96,0.015744,0.00525,,3.96,0.005248,0.00525,,1.98,0.041985,0
3.966667,-0.577297,0.00525,,3.966667,-0.372619,0,,3.966667,-0.225671,0,,3.966667,-0.010496,0,,3.966667,0.068226,0,,3.966667,0.036737,0,,3.966667,0.015744,0,,3.966667,0.005248,0,,1.983333,0.047233,0
3.973333,-0.572049,0.00525,,3.973333,-0.367371,0,,3.973333,-0.225671,0,,3.973333,-0.010496,0,,3.973333,0.073474,0,,3.973333,0.041985,0,,3.973333,0.015744,0,,3.973333,0.005248,0,,1.986667,0.047233,0
3.98,-0.561553,0.00525,,3.98,-0.362123,0.00525,,3.98,-0.230919,0.00525,,3.98,-0.015744,0,,3.98,0.073474,0,,3.98,0.036737,0,,3.98,0.015744,0.00525,,3.98,0.005248,0,,1.99,0.047233,0
3.986667,-0.556305,0.00525,,3.986667,-0.356875,0.00525,,3.986667,-0.230919,0,,3.986667,-0.015744,0,,3.986667,0.068226,0,,3.986667,0.036737,0,,3.986667,0.010496,0,,3.986667,0.005248,0,,1.993333,0.041985,0
3.993333,-0.551057,0.00525,,3.993333,-0.351627,0,,3.993333,-0.241415,0,,3.993333,-0.020993,0,,3.993333,0.068226,0.00525,,3.993333,0.041985,0,,3.993333,0.015744,0,,3.993333,0.005248,0,,1.996667,0.041985,0
4,-0.545808,0.00525,,4,-0.346378,0,,4,-0.241415,0,,4,-0.026241,0,,4,0.068226,0.00525,,4,0.036737,0,,4,0.010496,0,,4,0.005248,0,,2,0.041985,0
4.006667,-0.535312,0.00525,,4.006667,-0.34113,0,,4.006667,-0.241415,0,,4.006667,-0.031489,0,,4.006667,0.062978,0.00525,,4.006667,0.036737,0,,4.006667,0.015744,0,,4.006667,0,0.00525,,2.003333,0.041985,0
4.013333,-0.530064,0.00525,,4.013333,-0.330634,0,,4.013333,-0.246663,0,,4.013333,-0.031489,0,,4.013333,0.062978,0,,4.013333,0.036737,0,,4.013333,0.010496,0,,4.013333,0.005248,0.00525,,2.006667,0.041985,0.00525
4.02,-0.524816,0.00525,,4.02,-0.325386,0.00525,,4.02,-0.246663,0,,4.02,-0.036737,0,,4.02,0.062978,0,,4.02,0.036737,0,,4.02,0.010496,0,,4.02,0.005248,0,,2.01,0.041985,0
4.026667,-0.51432,0,,4.026667,-0.314889,0,,4.026667,-0.246663,0,,4.026667,-0.036737,0,,4.026667,0.05773,0.00525,,4.026667,0.036737,0,,4.026667,0.010496,0,,4.026667,0.005248,0,,2.013333,0.041985,0
4.033333,-0.503823,0.00525,,4.033333,-0.309641,0.00525,,4.033333,-0.251912,0,,4.033333,-0.041985,0,,4.033333,0.052482,0,,4.033333,0.031489,0,,4.033333,0.015744,0.00525,,4.033333,0,0,,2.016667,0.041985,0
4.04,-0.498575,0.00525,,4.04,-0.304393,0,,4.04,-0.251912,0.00525,,4.04,-0.047233,0,,4.04,0.052482,0,,4.04,0.031489,0,,4.04,0.010496,0,,4.04,0,0,,2.02,0.041985,0
4.046667,-0.488079,0.00525,,4.046667,-0.293897,0.00525,,4.046667,-0.251912,0,,4.046667,-0.047233,0,,4.046667,0.052482,0,,4.046667,0.031489,0,,4.046667,0.010496,0.00525,,4.046667,0.005248,0,,2.023333,0.041985,0
4.053333,-0.477582,0.00525,,4.053333,-0.288649,0,,4.053333,-0.25716,0.00525,,4.053333,-0.052482,0,,4.053333,0.052482,0,,4.053333,0.031489,0,,4.053333,0.010496,0,,4.053333,0.005248,0.00525,,2.026667,0.041985,0
4.06,-0.472334,0.00525,,4.06,-0.283401,0.00525,,4.06,-0.25716,0,,4.06,-0.05773,0,,4.06,0.047233,0,,4.06,0.031489,0,,4.06,0.010496,0,,4.06,0.005248,0,,2.03,0.036737,0
4.066667,-0.461838,0.00525,,4.066667,-0.272904,0.00525,,4.066667,-0.25716,0,,4.066667,-0.05773,0,,4.066667,0.047233,0,,4.066667,0.031489,0,,4.066667,0.010496,0,,4.066667,0.005248,0,,2.033333,0.036737,0
4.073333,-0.451342,0.00525,,4.073333,-0.262408,0.00525,,4.073333,-0.262408,0.00525,,4.073333,-0.062978,0,,4.073333,0.041985,0,,4.073333,0.026241,0,,4.073333,0.010496,0,,4.073333,0,0,,2.036667,0.036737,0
4.08,-0.440845,0.00525,,4.08,-0.25716,0,,4.08,-0.25716,0.00525,,4.08,-0.068226,0,,4.08,0.041985,0,,4.08,0.026241,0,,4.08,0.010496,0,,4.08,0.005248,0,,2.04,0.036737,0
4.086667,-0.430349,0.00525,,4.086667,-0.246663,0.00525,,4.086667,-0.262408,0,,4.086667,-0.068226,0,,4.086667,0.041985,0,,4.086667,0.031489,0,,4.086667,0.010496,0,,4.086667,0.005248,0,,2.043333,0.036737,0
4.093333,-0.425101,0.00525,,4.093333,-0.241415,0,,4.093333,-0.262408,0,,4.093333,-0.068226,0,,4.093333,0.036737,0,,4.093333,0.026241,0,,4.093333,0.010496,0,,4.093333,0,0,,2.046667,0.036737,0
4.1,-0.409356,0.00525,,4.1,-0.236167,0.00525,,4.1,-0.262408,0,,4.1,-0.073474,0.00525,,4.1,0.036737,0.00525,,4.1,0.026241,0,,4.1,0.005248,0,,4.1,0,0,,2.05,0.036737,0
4.106667,-0.39886,0.00525,,4.106667,-0.225671,0,,4.106667,-0.262408,0.00525,,4.106667,-0.078722,0,,4.106667,0.031489,0,,4.106667,0.026241,0,,4.106667,0.005248,0,,4.106667,0.005248,0,,2.053333,0.036737,0
4.113333,-0.393612,0.00525,,4.113333,-0.215174,0,,4.113333,-0.262408,0,,4.113333,-0.078722,0,,4.113333,0.031489,0,,4.113333,0.026241,0,,4.113333,0.005248,0,,4.113333,0,0,,2.056667,0.036737,0
4.12,-0.377867,0.00525,,4.12,-0.209926,0.00525,,4.12,-0.262408,0,,4.12,-0.078722,0,,4.12,0.031489,0,,4.12,0.026241,0,,4.12,0.005248,0,,4.12,0.005248,0,,2.06,0.031489,0.00525
4.126667,-0.367371,0,,4.126667,-0.19943,0.00525,,4.126667,-0.262408,0.00525,,4.126667,-0.083971,0,,4.126667,0.026241,0,,4.126667,0.026241,0,,4.126667,0.005248,0,,4.126667,0.005248,0,,2.063333,0.036737,0
4.133333,-0.356875,0.00525,,4.133333,-0.188934,0,,4.133333,-0.262408,0.00525,,4.133333,-0.089219,0,,4.133333,0.026241,0,,4.133333,0.020993,0,,4.133333,0.010496,0,,4.133333,0.005248,0,,2.066667,0.031489,0
4.14,-0.346378,0.00525,,4.14,-0.183686,0,,4.14,-0.267656,0,,4.14,-0.089219,0,,4.14,0.020993,0.00525,,4.14,0.015744,0,,4.14,0.005248,-0.00525,,4.14,0.005248,0,,2.07,0.036737,0.00525
4.146667,-0.335882,0.00525,,4.146667,-0.173189,0,,4.146667,-0.262408,0,,4.146667,-0.094467,0,,4.146667,0.020993,-0.00525,,4.146667,0.020993,0,,4.146667,0.005248,0,,4.146667,0,0,,2.073333,0.031489,0
4.153333,-0.320138,0.00525,,4.153333,-0.162693,0,,4.153333,-0.262408,0,,4.153333,-0.094467,0,,4.153333,0.026241,0,,4.153333,0.020993,0,,4.153333,0.005248,0,,4.153333,0.005248,0,,2.076667,0.031489,0
4.16,-0.309641,0,,4.16,-0.157445,0,,4.16,-0.262408,0.00525,,4.16,-0.094467,0,,4.16,0.020993,0,,4.16,0.020993,0,,4.16,0.005248,0,,4.16,0,0,,2.08,0.036737,0
4.166667,-0.299145,0.00525,,4.166667,-0.146948,0,,4.166667,-0.262408,0,,4.166667,-0.099715,0,,4.166667,0.015744,0,,4.166667,0.015744,0,,4.166667,0.005248,0,,4.166667,0,0,,2.083333,0.031489,0
4.173333,-0.283401,0.00525,,4.173333,-0.136452,0,,4.173333,-0.262408,0,,4.173333,-0.099715,0,,4.173333,0.015744,0,,4.173333,0.015744,0,,4.173333,0.005248,0,,4.173333,0.005248,0.00525,,2.086667,0.036737,0
4.18,-0.272904,0,,4.18,-0.131204,0,,4.18,-0.262408,0.00525,,4.18,-0.104963,0,,4.18,0.010496,0,,4.18,0.020993,0,,4.18,0.005248,0,,4.18,0.005248,0,,2.09,0.031489,0
4.186667,-0.262408,0.00525,,4.186667,-0.125956,0,,4.186667,-0.25716,0,,4.186667,-0.104963,0,,4.186667,0.010496,0,,4.186667,0.015744,0.00525,,4.186667,0.005248,0,,4.186667,0.005248,0.00525,,2.093333,0.031489,0
4.193333,-0.246663,0,,4.193333,-0.110211,0.00525,,4.193333,-0.25716,0,,4.193333,-0.104963,0,,4.193333,0.010496,0,,4.193333,0.015744,0,,4.193333,0.005248,0,,4.193333,0.005248,0,,2.096667,0.031489,0.00525
4.2,-0.236167,0.00525,,4.2,-0.099715,0.00525,,4.2,-0.25716,0,,4.2,-0.110211,0,,4.2,0.005248,0,,4.2,0.015744,0,,4.2,0.005248,0,,4.2,0.005248,0,,2.1,0.031489,0
4.206667,-0.220423,0.00525,,4.206667,-0.083971,0.00525,,4.206667,-0.25716,0.00525,,4.206667,-0.110211,0,,4.206667,0.005248,0.00525,,4.206667,0.010496,0,,4.206667,0.005248,0,,4.206667,0,0,,2.103333,0.031489,0
4.213333,-0.204678,0.00525,,4.213333,-0.089219,0,,4.213333,-0.25716,0,,4.213333,-0.115459,0,,4.213333,0.005248,0,,4.213333,0.010496,0,,4.213333,0,0,,4.213333,0,0.00525,,2.106667,0.031489,0
4.22,-0.194182,0.00525,,4.22,-0.078722,0,,4.22,-0.251912,0.00525,,4.22,-0.115459,0,,4.22,0,0,,4.22,0.010496,0,,4.22,0.005248,0,,4.22,0.005248,0,,2.11,0.031489,0.00525
4.226667,-0.183686,0.00525,,4.226667,-0.068226,0.00525,,4.226667,-0.251912,0,,4.226667,-0.115459,0,,4.226667,0,0,,4.226667,0.010496,0,,4.226667,0.005248,0,,4.226667,0,0.00525,,2.113333,0.026241,0
4.233333,-0.173189,0,,4.233333,-0.05773,0.00525,,4.233333,-0.251912,0,,4.233333,-0.120708,0,,4.233333,-0.005248,0,,4.233333,0.010496,0,,4.233333,0.005248,0,,4.233333,0,0,,2.116667,0.026241,0
4.24,-0.157445,0.00525,,4.24,-0.047233,0.00525,,4.24,-0.246663,0,,4.24,-0.120708,0,,4.24,-0.005248,0,,4.24,0.005248,0,,4.24,0,0,,4.24,0,0,,2.12,0.026241,0
4.246667,-0.1417,0.00525,,4.246667,-0.041985,0,,4.246667,-0.241415,0.00525,,4.246667,-0.120708,0,,4.246667,-0.005248,0,,4.246667,0.005248,0,,4.246667,0,0,,4.246667,0.005248,0,,2.123333,0.031489,0.00525
4.253333,-0.131204,0.00525,,4.253333,-0.031489,0.00525,,4.253333,-0.241415,0.00525,,4.253333,-0.120708,0,,4.253333,-0.010496,0,,4.253333,0.010496,0,,4.253333,0.005248,0,,4.253333,0,0.00525,,2.126667,0.031489,0.00525
4.26,-0.115459,0.00525,,4.26,-0.020993,0,,4.26,-0.241415,0.00525,,4.26,-0.120708,0.00525,,4.26,-0.010496,0,,4.26,0.005248,0,,4.26,0.005248,0,,4.26,0,0,,2.13,0.026241,0
4.266667,-0.104963,0,,4.266667,-0.015744,0,,4.266667,-0.236167,0,,4.266667,-0.125956,0,,4.266667,-0.010496,0,,4.266667,0.005248,0,,4.266667,0,0,,4.266667,0,0,,2.133333,0.026241,0.00525
4.273333,-0.089219,0.00525,,4.273333,-0.010496,0,,4.273333,-0.230919,0,,4.273333,-0.125956,0.00525,,4.273333,-0.010496,0,,4.273333,0.005248,0,,4.273333,0,0,,4.273333,0.005248,0,,2.136667,0.026241,0
4.28,-0.078722,0.00525,,4.28,0.005248,0,,4.28,-0.230919,0.00525,,4.28,-0.125956,0,,4.28,-0.015744,0,,4.28,0.005248,0,,4.28,0,0,,4.28,0,0.00525,,2.14,0.026241,0
4.286667,-0.062978,0.00525,,4.286667,0.010496,0.00525,,4.286667,-0.230919,0,,4.286667,-0.125956,0,,4.286667,-0.015744,0,,4.286667,0.005248,0,,4.286667,0,0,,4.286667,0.005248,0.00525,,2.143333,0.026241,0
4.293333,-0.052482,0.00525,,4.293333,0.020993,0.00525,,4.293333,-0.225671,0.00525,,4.293333,-0.131204,0,,4.293333,-0.020993,0,,4.293333,0,0,,4.293333,0,0,,4.293333,0,0.00525,,2.146667,0.020993,0
4.3,-0.036737,0,,4.3,0.026241,0.00525,,4.3,-0.220423,0,,4.3,-0.125956,0,,4.3,-0.020993,0,,4.3,0,0,,4.3,0,0,,4.3,0,0,,2.15,0.026241,0
4.306667,-0.020993,0.00525,,4.306667,0.036737,0.00525,,4.306667,-0.220423,0.00525,,4.306667,-0.125956,0,,4.306667,-0.020993,0,,4.306667,0,0,,4.306667,0,0,,4.306667,0,0,,2.153333,0.026241,0
4.313333,-0.015744,0.00525,,4.313333,0.041985,0.00525,,4.313333,-0.215174,0,,4.313333,-0.131204,0,,4.313333,-0.026241,0,,4.313333,0,0,,4.313333,0,0,,4.313333,0,0,,2.156667,0.020993,0
4.32,0,0.00525,,4.32,0.052482,0.00525,,4.32,-0.215174,0,,4.32,-0.125956,0,,4.32,-0.026241,0,,4.32,0,0,,4.32,0,0,,4.32,0,0,,2.16,0.026241,0
4.326667,0.015744,0.00525,,4.326667,0.062978,0.00525,,4.326667,-0.204678,0.00525,,4.326667,-0.131204,0,,4.326667,-0.026241,0,,4.326667,0,0,,4.326667,0,0,,4.326667,0,0,,2.163333,0.026241,0
4.333333,0.020993,0.00525,,4.333333,0.068226,0.00525,,4.333333,-0.204678,0,,4.333333,-0.125956,0,,4.333333,-0.026241,0,,4.333333,-0.005248,0,,4.333333,0,0,,4.333333,0,0.00525,,2.166667,0.026241,0
4.34,0.036737,0.00525,,4.34,0.078722,0.00525,,4.34,-0.204678,0,,4.34,-0.131204,0,,4.34,-0.026241,0,,4.34,0,0,,4.34,0,0,,4.34,0.005248,0,,2.17,0.020993,0
4.346667,0.052482,0,,4.346667,0.083971,0,,4.346667,-0.204678,0.00525,,4.346667,-0.131204,0,,4.346667,-0.031489,0,,4.346667,-0.005248,0,,4.346667,-0.005248,0,,4.346667,0,0,,2.173333,0.020993,0
4.353333,0.062978,0.00525,,4.353333,0.094467,0,,4.353333,-0.194182,0,,4.353333,-0.131204,0,,4.353333,-0.036737,0,,4.353333,-0.005248,0,,4.353333,0,0,,4.353333,0,0,,2.176667,0.020993,0
4.36,0.073474,0,,4.36,0.099715,0,,4.36,-0.188934,0.00525,,4.36,-0.131204,0,,4.36,-0.031489,0,,4.36,-0.005248,0,,4.36,0,0,,4.36,0,0,,2.18,0.020993,0
4.366667,0.089219,0,,4.366667,0.104963,0,,4.366667,-0.188934,0,,4.366667,-0.136452,0,,4.366667,-0.036737,0,,4.366667,-0.010496,0,,4.366667,-0.005248,0,,4.366667,0,0.00525,,2.183333,0.020993,0
4.373333,0.099715,0,,4.373333,0.115459,0,,4.373333,-0.183686,0,,4.373333,-0.131204,0,,4.373333,-0.036737,0,,4.373333,-0.005248,0,,4.373333,-0.005248,0,,4.373333,0,0.00525,,2.186667,0.020993,0
4.38,0.110211,0,,4.38,0.120708,0,,4.38,-0.178437,0,,4.38,-0.131204,0,,4.38,-0.036737,0,,4.38,-0.005248,0,,4.38,-0.005248,0,,4.38,0,0.00525,,2.19,0.020993,0.00525
4.386667,0.120708,0,,4.386667,0.125956,0,,4.386667,-0.178437,0,,4.386667,-0.125956,0,,4.386667,-0.036737,0.00525,,4.386667,-0.005248,0,,4.386667,-0.005248,0.00525,,4.386667,0,0,,2.193333,0.020993,0
4.393333,0.131204,0,,4.393333,0.131204,0.00525,,4.393333,-0.173189,0,,4.393333,-0.131204,0,,4.393333,-0.036737,0,,4.393333,-0.005248,0,,4.393333,0,0.00525,,4.393333,0,0.00525,,2.196667,0.020993,0
4.4,0.1417,0,,4.4,0.1417,0,,4.4,-0.167941,0,,4.4,-0.136452,0.00525,,4.4,-0.041985,0,,4.4,-0.005248,0,,4.4,-0.005248,0.00525,,4.4,0,0,,2.2,0.015744,0
4.406667,0.157445,0,,4.406667,0.146948,0,,4.406667,-0.167941,0,,4.406667,-0.131204,0,,4.406667,-0.041985,0,,4.406667,-0.010496,0,,4.406667,-0.005248,0,,4.406667,0,0,,2.203333,0.015744,0
4.413333,0.162693,0,,4.413333,0.157445,0,,4.413333,-0.162693,0,,4.413333,-0.131204,0.00525,,4.413333,-0.041985,0,,4.413333,-0.005248,0,,4.413333,0,0,,4.413333,0,0,,2.206667,0.020993,0
4.42,0.178437,0,,4.42,0.162693,0,,4.42,-0.157445,0,,4.42,-0.131204,0.00525,,4.42,-0.041985,0,,4.42,-0.010496,0,,4.42,-0.005248,0,,4.42,0,0,,2.21,0.015744,0
4.426667,0.188934,0,,4.426667,0.167941,0,,4.426667,-0.152197,0,,4.426667,-0.125956,0,,4.426667,-0.047233,0.00525,,4.426667,-0.010496,0,,4.426667,-0.005248,0,,4.426667,-0.005248,0,,2.213333,0.015744,0.00525
4.433333,0.19943,0,,4.433333,0.173189,0,,4.433333,-0.146948,0.00525,,4.433333,-0.131204,0,,4.433333,-0.047233,0.00525,,4.433333,-0.010496,0,,4.433333,-0.005248,-0.00525,,4.433333,0,0,,2.216667,0.015744,0
4.44,0.209926,0,,4.44,0.183686,0,,4.44,-0.1417,0,,4.44,-0.131204,0,,4.44,-0.047233,0.00525,,4.44,-0.010496,0,,4.44,-0.005248,0,,4.44,0,0,,2.22,0.015744,0
4.446667,0.220423,0,,4.446667,0.188934,0,,4.446667,-0.1417,0,,4.446667,-0.131204,0,,4.446667,-0.047233,0,,4.446667,-0.010496,0,,4.446667,0,0,,4.446667,0,0,,2.223333,0.015744,0.00525
