Time (s),Gyroscope y (rad/s)
5.825521734,-0.4282165468
5.827605168,-0.4379903674
5.829693374,-0.4477642179
5.831780055,-0.4599815309
5.833866715,-0.4685336351
5.835953477,-0.4795292318
5.838042018,-0.4905247986
5.840128596,-0.5015203953
5.842216772,-0.5125159621
5.844305985,-0.5271766782
5.846406765,-0.539394021
5.848476782,-0.5503895879
5.850565099,-0.5638286471
5.852649033,-0.5784893632
5.854741512,-0.5894849896
5.856826626,-0.6042984724
5.858914027,-0.6201809645
5.86100143,-0.6348416805
5.863089077,-0.6482807398
5.865175604,-0.6629415154
5.8672626,-0.6776022911
5.869350399,-0.695928216
5.871438177,-0.711810708
5.873523942,-0.7276932001
5.875611579,-0.7460191846
5.877697811,-0.7643451095
5.879786007,-0.7814493775
5.881872647,-0.8009970784
5.883961036,-0.8193230033
5.886048214,-0.8388707042
5.888133866,-0.8608618379
5.890210802,-0.8828529716
5.892300076,-0.9024006724
5.894384559,-0.9257662892
5.89647541,-0.9477574229
5.898562415,-0.9709703326
5.900650245,-0.9954048991
5.902737433,-1.021061301
5.904825629,-1.046717644
5.906911568,-1.073595643
5.908999316,-1.098030329
5.911086209,-1.126130104
5.913173347,-1.154229879
5.915259132,-1.183551431
5.917346463,-1.212872982
5.919434903,-1.244637966
5.921524971,-1.276555657
5.923610329,-1.307098866
5.925698657,-1.341307402
5.927784167,-1.376737595
5.929871691,-1.413389444
5.931957995,-1.448819637
5.934048032,-1.483028054
5.93614281,-1.523345232
5.938220914,-1.563814998
5.940307534,-1.601688623
5.942393665,-1.643227458
5.944481942,-1.687209845
5.946570239,-1.733635545
5.948655861,-1.776396155
5.950743874,-1.824043632
5.9528303,-1.871843815
5.954918832,-1.9231565
5.95700479,-1.973247409
5.959093249,-2.024560213
5.961179899,-2.080759764
5.963266956,-2.135737658
5.965355386,-2.195755005
5.967442198,-2.253176451
5.969528695,-2.31304121
5.971616952,-2.375349522
5.973702839,-2.440101147
5.975791686,-2.50744915
5.977876962,-2.574644327
5.97996527,-2.64672637
5.982052306,-2.720030308
5.984141,-2.793486834
5.986227314,-2.871677399
5.988315784,-2.952311754
5.990400511,-3.032945871
5.992489369,-3.11495471
5.99457785,-3.20169735
5.99667512,-3.288440228
5.99876661,-3.378848314
6.00084848,-3.47551775
6.002933013,-3.569591045
6.005021494,-3.669772863
6.007107432,-3.770107508
6.009196726,-3.876398087
6.011282603,-3.987728357
6.013370717,-4.102571011
6.015459788,-4.224896908
6.017553598,-4.351956844
6.019630299,-4.486499786
6.021718129,-4.627151489
6.023802826,-4.77879858
6.025894552,-4.943885326
6.027981191,-5.123632431
6.030067637,-5.320483685
6.032153301,-5.524665356
6.034241171,-5.737399101
6.036328228,-5.951354504
6.040541759,-6.167753696
6.045006766,-6.389039516
6.046948905,-7.056409836
6.049035989,-7.280139446
6.051082162,-7.512420654
6.053128893,-7.74836731
6.055175637,-7.989201069
6.057221411,-8.238586426
6.059288962,-8.491638184
6.061375713,-8.744841576
6.063462353,-8.995449066
6.065551017,-9.24849987
6.067638317,-9.503993988
6.06972521,-9.761932373
6.071812918,-10.02353477
6.073899557,-10.28773403
6.0759828,-10.54933739
6.078057273,-10.81460571
6.080160382,-11.07391834
6.082248231,-11.33552074
6.08434011,-11.59834576
6.086423474,-11.8660574
6.088511537,-12.13376904
6.090596589,-12.39766312
6.092685732,-12.65804386
6.094770591,-12.9172039
6.096857963,-13.18109798
6.098944917,-13.45354366
6.101758639,-13.73469448
6.103562146,-14.02928352
6.105199923,-14.33960342
6.107292004,-14.6778698
6.109382702,-15.03705883
6.111475679,-15.41823864
6.113575299,-15.84019375
6.115658969,-16.27421379
6.117742007,-16.73266792
6.119830894,-17.20471382
6.121919965,-17.69981956
6.124005648,-18.24761391
6.126083489,-18.38459969
